hole_card_1,hole_card_2,board_card_1,board_card_2,board_card_3,board_card_4,board_card_5,street,num_opponents,win_pct,tie_pct,loss_pct
Ts,3h,As,Tc,Qc,7d,,4,2,45.6,4.0,50.4
6c,Qc,Ah,Tc,5s,2h,Kc,5,1,32.2,1.4,66.4
Kd,Qd,3s,Th,5d,9s,Kc,5,4,60.2,1.8,38.0
8c,Ks,,,,,,0,2,35.0,2.8,62.2
Jc,5c,,,,,,0,2,33.8,4.6,61.6
3s,Th,Js,Ad,Qd,,,3,3,11.2,9.6,79.2
7d,Qc,,,,,,0,3,23.0,1.6,75.4
7c,Kc,As,7d,Ad,3h,,4,8,15.0,2.4,82.6
8h,2d,5s,7c,Kh,Ah,,4,6,0.4,0.0,99.6
6c,Jc,,,,,,0,3,20.8,3.2,76.0
Jh,9s,,,,,,0,2,35.2,2.8,62.0
8s,Jc,Kh,Ah,Jd,,,3,5,14.0,6.2,79.8
9s,3s,Jd,8c,Qc,7s,,4,8,2.6,4.2,93.2
Ad,2d,8c,Ts,4c,6s,,4,6,1.6,0.6,97.8
4h,7s,,,,,,0,2,23.2,4.2,72.6
2h,Kd,Td,6c,7c,3d,,4,2,9.2,1.4,89.4
9h,Jc,9d,4h,Td,Qc,,4,7,8.8,11.0,80.2
6s,3d,Js,9s,5h,Kh,,4,6,0.0,0.0,100.0
4s,Jd,,,,,,0,6,8.8,3.2,88.0
6c,3d,Jh,Kd,Ac,Td,4s,5,8,0.0,0.0,100.0
8h,5c,8c,6s,Kc,Ac,Ah,5,3,23.6,11.2,65.2
9h,Qd,9d,Th,3d,,,3,5,26.2,2.0,71.8
3s,7d,,,,,,0,4,12.6,3.2,84.2
5h,Qh,2s,3d,7c,8c,,4,1,28.4,1.0,70.6
Qh,As,Js,7s,9d,,,3,7,10.4,1.2,88.4
7d,7s,4h,Js,7c,9d,,4,6,70.2,0.0,29.8
Ks,As,,,,,,0,7,20.2,1.8,78.0
5d,Ts,4d,9s,9d,,,3,8,2.0,0.8,97.2
Ts,7c,5s,2s,Tc,6d,,4,1,79.0,0.0,21.0
Qd,Kd,Ks,Tc,Qc,Jh,Ts,5,4,8.8,0.8,90.4
8d,8s,7d,3c,2d,,,3,7,16.6,0.0,83.4
3h,2d,,,,,,0,2,17.6,3.0,79.4
Kc,4s,,,,,,0,4,16.6,4.4,79.0
7h,Ts,8d,Tc,2c,7s,7d,5,6,98.0,1.2,0.8
3d,Ac,,,,,,0,3,25.8,3.6,70.6
Jh,Qh,Th,Ts,3h,,,3,6,30.0,1.8,68.2
Qc,As,4h,Kh,Th,6c,,4,8,4.8,0.0,95.2
3s,8d,Jh,7s,7d,4s,5s,5,6,0.0,0.0,100.0
5s,Jh,9s,4c,7s,Th,,4,7,2.2,5.0,92.8
Ah,7d,4s,Qs,Th,9h,,4,6,2.6,1.0,96.4
2s,7s,,,,,,0,2,21.6,3.6,74.8
Ac,2c,,,,,,0,2,34.0,3.2,62.8
6h,Ad,5c,Jd,Qh,,,3,5,8.0,1.8,90.2
Js,Kd,8d,6s,Td,,,3,6,15.8,1.0,83.2
Qs,4c,Ah,8d,Ad,,,3,4,7.6,4.4,88.0
9s,7c,9c,Jh,Tc,,,3,1,54.2,8.0,37.8
8c,7h,Th,Jc,Ks,,,3,1,32.0,9.6,58.4
Ad,5h,2h,4h,3d,6s,8h,5,4,43.2,39.0,17.8
Ac,7s,3c,Js,8c,Th,Kd,5,4,0.8,0.8,98.4
4c,7c,8d,Ad,5s,6c,8s,5,2,90.8,1.8,7.4
Kh,6h,Ac,Qc,3c,Tc,5s,5,4,0.0,0.0,100.0
7h,3c,9c,4s,Ad,Js,,4,7,0.0,0.0,100.0
4d,7d,,,,,,0,5,12.4,4.0,83.6
Qh,2d,7s,3c,5s,Ac,,4,2,12.2,2.0,85.8
Jc,5h,4s,3c,Qd,Kc,,4,6,1.0,0.0,99.0
Kh,Th,,,,,,0,1,57.4,2.8,39.8
Jh,9h,Js,6s,7h,,,3,8,22.8,2.6,74.6
6s,8h,Th,5c,Qh,2d,7h,5,3,0.0,0.0,100.0
3h,5d,Jd,2s,Ah,9s,,4,4,8.6,0.4,91.0
9c,2s,,,,,,0,7,4.8,1.2,94.0
4s,6d,Ac,4d,Qh,,,3,1,53.6,4.4,42.0
Tc,5h,5d,Kc,2c,,,3,6,16.0,1.8,82.2
Tc,Kd,Ks,2h,5h,,,3,8,25.8,2.8,71.4
8s,7d,2d,6c,9h,,,3,7,24.0,4.4,71.6
3d,Th,Jc,3s,6h,,,3,4,15.6,1.4,83.0
3c,Ts,,,,,,0,8,6.0,3.2,90.8
2d,9h,As,Qc,8s,Ac,2h,5,3,12.6,6.6,80.8
Qs,As,4c,2s,8h,9h,7c,5,2,8.4,0.2,91.4
8d,8h,3c,Qc,5c,As,,4,5,6.2,0.0,93.8
Js,6d,,,,,,0,7,9.6,3.2,87.2
9s,Qh,5s,8d,Jc,,,3,6,17.8,2.6,79.6
6h,8c,Qs,7h,As,Jd,,4,8,0.0,0.0,100.0
Qd,Ac,,,,,,0,6,19.8,3.8,76.4
2h,4c,As,Kh,2d,Qs,,4,6,6.2,1.8,92.0
6d,2h,9s,As,Ks,7c,,4,4,0.0,0.0,100.0
Qd,Jc,,,,,,0,6,16.0,2.8,81.2
Ah,3s,5d,Js,8c,2d,,4,2,24.2,2.2,73.6
2c,Kh,Qd,As,5c,Th,Ks,5,5,5.8,3.0,91.2
8h,Qd,4s,5h,6s,,,3,5,7.4,7.4,85.2
9d,Tc,8h,2s,5s,,,3,1,30.2,2.0,67.8
9s,9c,Td,6d,Qh,Tc,Ad,5,2,32.4,0.0,67.6
9h,Kc,,,,,,0,7,12.4,3.4,84.2
Jh,4c,2s,7h,2d,3h,Ks,5,8,0.0,0.0,100.0
Qh,9h,,,,,,0,5,24.8,3.0,72.2
7s,Qc,Ts,5s,9c,,,3,4,7.4,1.6,91.0
Td,5d,As,3c,8d,3s,4h,5,5,0.0,0.0,100.0
Kc,Qh,,,,,,0,2,46.8,1.6,51.6
7h,Kc,8h,6c,4c,7d,5h,5,3,0.0,55.2,44.8
7s,Ts,,,,,,0,3,25.0,3.0,72.0
5h,5d,9c,5s,6d,7c,8d,5,8,0.0,16.0,84.0
As,9h,,,,,,0,4,25.8,1.8,72.4
Jh,8s,Qc,Tc,Ac,,,3,6,7.4,4.8,87.8
Qh,6h,8h,9h,Th,7c,,4,3,90.8,0.0,9.2
3s,Qc,Kd,Ts,Qh,5s,,4,2,50.0,5.2,44.8
6d,9h,Qh,7c,Qd,Ks,,4,2,7.0,4.4,88.6
7d,Js,4h,Jh,2s,Td,,4,3,51.0,1.4,47.6
Ac,Ad,,,,,,0,1,84.8,0.4,14.8
Ac,Kh,2h,8h,7d,8d,Th,5,7,0.2,0.0,99.8
7s,5h,,,,,,0,2,25.2,3.0,71.8
Jh,Td,9d,Kh,4s,,,3,4,21.2,1.8,77.0
2h,2c,3d,6h,7h,,,3,4,9.4,0.4,90.2
4s,2c,,,,,,0,1,29.8,5.0,65.2
Ac,5c,Js,8c,4s,6s,4c,5,3,5.0,2.4,92.6
7s,9h,6s,Qc,Qs,5d,,4,1,31.4,2.0,66.6
7d,Jc,Js,Tc,3d,9c,Ad,5,8,3.2,3.4,93.4
2s,6s,,,,,,0,6,10.2,0.2,89.6
3h,Js,Ad,7d,7c,5d,,4,4,0.2,2.0,97.8
3c,Qc,4h,3h,6c,Ac,,4,1,59.6,0.6,39.8
8h,7h,,,,,,0,8,10.0,2.2,87.8
Ts,4c,Jd,2d,Ah,8c,,4,7,0.2,0.0,99.8
Ac,3d,,,,,,0,6,13.4,3.4,83.2
Qd,2d,5h,4d,Kh,3s,,4,5,4.8,5.6,89.6
4c,Td,Qd,6s,6c,7s,,4,6,0.4,0.6,99.0
8d,4d,2s,Kc,5s,Td,,4,1,13.4,2.8,83.8
Ah,2s,7d,6d,9c,3c,,4,6,2.0,0.8,97.2
Ad,9h,4s,5c,As,7c,,4,6,20.4,1.0,78.6
9d,Kc,5c,3c,As,,,3,7,5.0,0.6,94.4
Qs,5c,4c,2s,8d,,,3,2,19.6,1.8,78.6
9d,7d,,,,,,0,4,19.2,2.8,78.0
4c,4s,,,,,,0,7,11.6,0.4,88.0
Qh,As,Jd,8c,5d,6s,7s,5,8,0.0,0.0,100.0
8c,Td,,,,,,0,3,20.6,2.8,76.6
9h,Tc,Ks,Ts,Ah,,,3,7,9.2,2.8,88.0
7c,2c,Kh,Ks,Ts,,,3,4,2.0,1.6,96.4
8s,2c,Ts,3h,3s,Js,5h,5,4,0.0,0.0,100.0
9c,9d,,,,,,0,2,54.0,1.0,45.0
3c,Ts,,,,,,0,7,5.2,2.8,92.0
7d,4s,Jc,2c,9h,7c,Td,5,6,0.6,0.2,99.2
8s,2h,Ah,3h,7c,9c,,4,1,10.0,3.0,87.0
7d,4c,8d,5s,4s,6s,,4,4,35.4,24.4,40.2
Ah,Kd,9h,Kc,9d,,,3,5,42.2,5.2,52.6
4d,Td,2s,Ac,Th,,,3,7,12.8,3.8,83.4
3d,3c,Jd,Ks,7h,8d,,4,8,4.2,0.0,95.8
8h,4s,,,,,,0,4,13.6,2.0,84.4
Js,9s,2d,Kh,8h,6h,4s,5,3,0.0,0.0,100.0
Jh,Kc,Qc,3c,2h,,,3,3,23.2,1.2,75.6
Ad,6d,Tc,Jh,8s,,,3,5,3.4,2.4,94.2
Jc,9h,2d,Jd,Ah,3c,,4,5,22.4,2.4,75.2
2c,5d,Ac,5s,Tc,7c,Jc,5,3,27.4,0.0,72.6
9s,Ks,7d,5h,Jc,8s,,4,2,24.8,5.2,70.0
5d,Kh,5s,3s,Ts,,,3,2,28.0,3.2,68.8
6s,Ac,Kc,3d,9h,,,3,6,4.4,2.0,93.6
6h,5s,6d,Kd,2d,Qd,6s,5,1,57.4,2.6,40.0
Ad,Qh,Kc,4c,Ah,4s,,4,7,19.8,18.6,61.6
9s,6c,Th,Ts,2d,Qs,,4,5,2.4,0.6,97.0
7c,4s,6h,7s,9h,As,3d,5,8,0.6,0.4,99.0
6c,5c,As,Jd,7c,5s,3h,5,8,0.6,0.0,99.4
Kc,Jh,3s,Tc,Jd,5s,2s,5,1,79.6,0.4,20.0
Qc,Jh,,,,,,0,1,60.8,1.8,37.4
7s,8d,,,,,,0,2,31.2,3.6,65.2
Jc,5h,Td,6d,Th,9d,,4,7,0.2,0.2,99.6
8h,7h,,,,,,0,8,9.8,1.8,88.4
Qh,2c,5c,Qd,Kc,,,3,1,72.8,2.0,25.2
Qs,4h,,,,,,0,6,9.8,1.8,88.4
Jc,Qs,8h,3h,5s,,,3,2,23.6,0.2,76.2
5s,Ad,4s,9h,7c,,,3,7,4.8,1.6,93.6
7h,3s,,,,,,0,6,5.4,1.6,93.0
Ts,8h,,,,,,0,4,19.6,2.2,78.2
3d,Ks,Td,6h,4s,,,3,6,4.4,1.0,94.6
Kd,8s,2s,7c,Ad,Tc,3s,5,2,11.6,0.6,87.8
Ts,As,7c,5d,Ah,8d,5h,5,4,47.6,2.6,49.8
As,9s,8h,2h,4s,9h,,4,7,18.8,0.4,80.8
4s,Ad,6s,3s,Jh,5h,,4,3,17.2,6.2,76.6
9c,5c,Kh,Jh,2d,Qc,,4,4,2.2,3.2,94.6
5h,Tc,,,,,,0,7,6.2,3.8,90.0
Ad,Jc,8h,5d,9c,,,3,2,27.4,2.6,70.0
3d,9d,Js,8s,3s,,,3,7,4.2,1.0,94.8
Th,3c,9s,Jd,Qc,Js,Jc,5,1,37.2,6.6,56.2
9s,Tc,7c,8s,Ac,Ad,9c,5,4,37.6,0.4,62.0
Kd,4c,Jh,7h,Qs,8c,5c,5,6,0.0,0.0,100.0
3s,Qd,,,,,,0,4,16.2,3.0,80.8
5d,Jc,Kh,Ac,7c,,,3,1,38.0,7.4,54.6
Jc,2h,6h,Qh,Jh,,,3,3,31.8,5.0,63.2
8c,Td,3c,5h,9d,Ac,,4,7,0.4,0.0,99.6
9s,Ad,,,,,,0,7,11.2,3.0,85.8
7d,Jh,5h,Kd,6s,Th,,4,7,0.8,0.0,99.2
Qh,9c,Kh,Ks,6d,,,3,1,52.4,4.0,43.6
Qc,9c,7s,Kc,8h,,,3,7,7.8,1.8,90.4
4h,4c,9d,5s,6h,5c,7h,5,2,16.6,0.0,83.4
Jc,As,,,,,,0,1,63.6,1.8,34.6
4s,8c,Kc,Qd,2s,5c,9h,5,8,0.0,0.0,100.0
Qc,Ts,,,,,,0,2,41.6,3.2,55.2
5d,9h,,,,,,0,4,13.2,3.0,83.8
8d,Td,,,,,,0,7,12.8,2.8,84.4
Th,9s,,,,,,0,3,24.2,3.8,72.0
3h,9s,,,,,,0,1,36.8,4.6,58.6
Ad,3c,3s,2h,2c,,,3,8,7.8,4.4,87.8
5s,Ad,3s,Qs,8c,Td,7h,5,5,0.2,0.2,99.6
Jc,Kh,Td,3s,Tc,Ks,Qs,5,1,77.2,6.6,16.2
Jd,5c,9d,As,4d,6c,Ks,5,3,0.8,0.2,99.0
Ts,Ac,5h,Kh,Ah,8c,,4,8,21.6,1.4,77.0
7h,4d,3s,Js,Qh,Ts,,4,7,0.0,0.0,100.0
9c,2d,Qs,3d,2c,,,3,2,30.6,3.6,65.8
Kh,3c,4s,4d,9d,8c,,4,4,2.8,2.0,95.2
9s,Ac,Js,4d,Ad,9d,Kh,5,2,81.6,0.6,17.8
6s,Ts,Js,As,7c,,,3,6,29.2,0.6,70.2
7h,Td,6s,As,2c,,,3,8,2.4,0.6,97.0
6s,3c,Ts,Jh,2s,Jc,,4,1,11.0,5.0,84.0
2c,7c,Jh,9d,Kc,4d,,4,8,0.0,0.0,100.0
7s,Tc,,,,,,0,8,7.4,2.8,89.8
Qc,5d,9c,6c,6h,,,3,4,10.8,2.6,86.6
9c,5c,Ts,4d,4s,7d,,4,6,0.8,0.2,99.0
3d,4c,,,,,,0,3,14.2,3.4,82.4
As,8c,Ks,Ts,7h,6d,2c,5,2,12.8,0.8,86.4
Qc,9s,Ac,6h,2s,,,3,8,3.2,0.6,96.2
Ad,8s,,,,,,0,6,13.8,2.8,83.4
8h,5h,2h,6h,7c,,,3,1,59.2,2.2,38.6
Ks,5d,7d,8s,9h,,,3,5,8.0,3.2,88.8
7c,8d,,,,,,0,4,17.0,3.4,79.6
6h,6s,2s,Qc,Ac,4d,,4,2,33.8,0.2,66.0
5c,7c,Kd,2c,Ts,5h,9h,5,7,0.2,0.6,99.2
6h,Kc,9d,Ks,6d,Th,,4,5,49.6,2.4,48.0
Th,Jd,Js,Qc,Td,2d,3h,5,8,43.8,1.4,54.8
3c,Kc,2c,2h,4c,,,3,8,24.0,1.4,74.6
Kh,As,7h,9h,9c,Qc,9d,5,3,26.2,0.2,73.6
Th,3s,8d,5d,7h,4h,,4,8,0.0,1.2,98.8
Qc,Kc,Tc,7h,Jh,,,3,3,37.4,4.0,58.6
8d,9s,4c,Jh,9h,,,3,8,10.8,2.2,87.0
8c,5s,Ts,Jh,9s,3h,,4,5,3.8,6.2,90.0
4d,Qc,,,,,,0,2,28.2,5.0,66.8
5d,6s,6d,Th,4s,Jd,Qc,5,8,0.2,0.0,99.8
Qc,7c,6s,6d,Ah,,,3,8,0.8,1.2,98.0
5s,3c,6h,7h,Ah,Ac,,4,2,8.8,0.6,90.6
Js,9h,2d,Ad,Tc,3s,,4,3,4.0,0.6,95.4
Ad,Jd,As,6d,Qs,,,3,5,47.8,3.8,48.4
Jc,3c,,,,,,0,6,14.2,2.4,83.4
4c,Ah,6d,5h,4d,Qc,,4,6,7.4,0.2,92.4
4s,Qh,Qd,7s,6s,,,3,8,11.6,3.8,84.6
5h,Tc,Jh,Ks,Td,,,3,7,4.0,3.8,92.2
2d,As,Kd,Jd,Kh,4c,,4,5,6.0,3.6,90.4
6d,Jd,5c,4d,Jc,Ad,Th,5,2,54.2,0.4,45.4
4s,As,Jc,Ts,Ac,9h,Qc,5,7,1.0,0.2,98.8
7s,8h,,,,,,0,5,11.4,2.2,86.4
6c,7d,Kh,5d,9s,7c,Ks,5,1,66.2,6.0,27.8
9s,9c,,,,,,0,3,39.6,0.8,59.6
Qh,8c,Ad,9c,7d,,,3,7,4.2,2.2,93.6
Kd,8s,,,,,,0,4,19.2,3.2,77.6
8h,9s,3c,Qs,Ks,Td,6s,5,5,0.0,0.0,100.0
8d,4s,,,,,,0,4,12.8,4.2,83.0
Qc,Jh,9d,2d,Js,,,3,2,62.4,1.8,35.8
3s,4s,7s,Ah,Qs,,,3,7,25.6,0.4,74.0
3s,2d,6d,3c,8s,,,3,3,18.2,2.4,79.4
6h,Jd,Qh,9d,3h,Js,6c,5,7,50.6,2.2,47.2
Tc,Qc,9c,7s,7d,,,3,8,8.4,2.0,89.6
2d,Jd,3s,6h,8h,,,3,6,3.0,1.4,95.6
8c,5d,9h,3h,Js,3s,,4,3,1.4,0.4,98.2
2d,9s,As,2h,4d,,,3,6,9.8,2.4,87.8
3c,Ad,Tc,4s,5c,6d,Jc,5,7,0.0,0.0,100.0
9h,4h,,,,,,0,1,45.0,4.6,50.4
Th,7s,,,,,,0,2,27.4,3.6,69.0
Th,3h,3s,7c,2s,8s,Ad,5,5,2.0,0.6,97.4
Ah,7h,4c,6h,Jc,7s,4h,5,2,49.2,0.6,50.2
8c,7c,7h,2h,Qc,Kd,,4,8,8.6,2.8,88.6
6s,7c,Jh,Ts,Qd,,,3,5,1.4,2.4,96.2
Qh,Ah,Tc,Qc,Ts,3d,9h,5,3,58.8,1.4,39.8
Ks,Qc,Jc,9c,Tc,Js,7s,5,3,79.2,3.0,17.8
8h,5s,2s,Jc,Kc,5h,,4,3,22.0,3.4,74.6
9d,8c,,,,,,0,7,10.8,1.6,87.6
7s,9s,5h,6d,8d,Td,,4,6,50.2,3.8,46.0
7c,Jc,Qd,Td,Qc,,,3,7,4.2,5.2,90.6
5c,8s,3s,Kd,4d,,,3,4,7.0,1.6,91.4
Kh,3s,8c,Jc,Ac,3h,,4,6,3.4,0.4,96.2
Ac,6d,2h,7d,Ad,3h,Jh,5,1,78.2,0.8,21.0
Ad,8s,5d,9c,3d,Jd,,4,8,18.4,0.0,81.6
5s,7h,,,,,,0,1,38.6,5.0,56.4
4d,4c,3c,8c,Js,7d,7h,5,8,0.4,0.0,99.6
Jd,6s,,,,,,0,1,49.2,2.4,48.4
2s,7h,Td,Qs,9s,4s,,4,2,10.2,0.2,89.6
3h,6c,,,,,,0,4,13.0,4.4,82.6
8s,9h,,,,,,0,5,16.6,1.8,81.6
8d,7h,9c,Tc,Kh,Js,Ac,5,6,21.0,0.4,78.6
8c,3s,Jh,2s,5c,3h,2d,5,3,11.4,3.0,85.6
Jh,Jc,Ts,3c,Ac,7s,Jd,5,2,95.0,0.0,5.0
2c,Kh,Qs,5c,3s,9s,7s,5,1,8.4,1.6,90.0
7h,7s,,,,,,0,5,20.6,0.6,78.8
Ac,4h,,,,,,0,8,10.8,2.4,86.8
Th,Tc,9h,2c,Qs,5s,Td,5,3,91.8,0.0,8.2
9c,Td,3c,6h,9h,6d,9s,5,7,68.2,31.0,0.8
4h,Ad,7s,Qc,5s,,,3,3,12.6,2.6,84.8
3s,8c,2h,7c,2c,9d,,4,3,2.6,0.2,97.2
4s,5c,4d,3c,2s,,,3,3,38.2,11.2,50.6
9d,3h,As,Ad,Ks,Kd,3d,5,4,0.8,1.6,97.6
5d,Ts,8c,Td,3c,,,3,4,35.8,3.8,60.4
Ah,7d,Jd,2c,8h,6c,7h,5,2,42.4,0.6,57.0
Kh,Tc,9c,Kc,2c,,,3,2,73.6,1.6,24.8
8c,8d,Jd,Ts,7c,,,3,6,11.4,7.2,81.4
As,5c,Jd,Kh,Ac,,,3,8,16.4,12.4,71.2
Jd,Ah,,,,,,0,7,18.2,2.6,79.2
6c,4s,Js,4c,5s,3h,8s,5,7,0.2,0.0,99.8
As,Tc,Ks,Jc,6c,,,3,4,23.2,2.8,74.0
8d,2c,7c,Jh,5h,,,3,8,0.8,2.4,96.8
6s,5d,2c,5c,Js,3h,5s,5,8,50.0,1.8,48.2
2d,3s,Th,8c,Kd,,,3,6,1.2,0.2,98.6
Ac,3s,2h,9h,9s,Ts,,4,6,2.2,1.6,96.2
2d,9d,9c,Tc,Ac,Jd,3s,5,3,10.4,2.6,87.0
4h,5s,6h,2d,5h,Ks,6c,5,3,27.8,9.0,63.2
9s,8s,3c,Th,Kh,,,3,5,4.2,0.4,95.4
Ts,Jd,,,,,,0,1,53.2,2.0,44.8
6d,9h,3s,Ad,6c,7c,,4,3,25.4,1.8,72.8
Js,Ks,,,,,,0,3,36.0,2.8,61.2
Qs,Ah,3c,Ac,3s,,,3,3,57.8,5.2,37.0
8h,4c,,,,,,0,3,17.4,2.2,80.4
3h,Qd,2d,3c,5d,,,3,6,12.4,2.0,85.6
9h,Ts,As,6c,Jc,8c,8d,5,5,0.0,0.2,99.8
8d,Ah,7h,Jc,Kc,6c,2d,5,8,0.0,0.0,100.0
Jh,4c,3s,2c,Ad,Tc,Kh,5,1,20.2,0.8,79.0
8c,8d,Ad,Ks,7c,6d,Jc,5,3,17.4,0.0,82.6
2d,Ah,,,,,,0,6,11.2,3.4,85.4
8s,8c,Ah,Td,4s,3s,7s,5,2,37.2,0.2,62.6
9s,6c,Td,7c,Kc,3d,Qd,5,2,1.8,1.2,97.0
Kc,3s,Ts,Qd,5s,9s,,4,3,10.8,2.2,87.0
2c,Th,6d,4d,4h,Jd,Qs,5,7,0.0,0.0,100.0
Td,4c,4d,As,6s,Js,,4,5,4.4,1.0,94.6
9c,Jd,,,,,,0,5,19.2,2.2,78.6
Ts,9d,8d,Qh,Td,,,3,5,24.4,8.2,67.4
Tc,9h,,,,,,0,8,14.0,2.2,83.8
8h,Ts,6h,2d,7h,4s,Ac,5,3,0.0,0.0,100.0
Jc,Qh,Kh,8h,Kc,9s,,4,2,33.0,1.6,65.4
Qd,9s,Jc,7s,Qs,6d,2d,5,5,46.2,2.2,51.6
Kd,9h,5s,8d,5d,,,3,6,9.4,2.2,88.4
5h,6h,9h,7c,Qh,2d,,4,1,34.2,3.0,62.8
Qh,3d,,,,,,0,1,50.2,3.8,46.0
Kc,Kh,,,,,,0,2,69.6,0.6,29.8
4c,Ah,Qc,Ac,3c,2d,Tc,5,3,32.2,0.0,67.8
7c,Qd,,,,,,0,5,12.4,2.2,85.4
As,Js,Ks,8d,4h,8h,Qh,5,2,16.4,6.6,77.0
9d,7h,Th,Ah,Jh,7d,,4,2,39.0,3.2,57.8
Ts,9s,Qh,Kd,9d,2c,8s,5,4,18.6,0.6,80.8
3s,6d,4c,2c,Qd,,,3,4,12.2,2.4,85.4
8d,6h,,,,,,0,2,26.0,4.2,69.8
7c,7h,6c,2h,Th,Jd,7s,5,2,97.8,0.0,2.2
9h,Tc,7d,3s,Qs,5s,2c,5,1,10.6,0.8,88.6
5c,Ts,,,,,,0,7,8.2,3.8,88.0
Kc,3s,3h,Jh,7h,3c,,4,4,58.6,1.8,39.6
Th,3c,As,Kh,Ah,7s,4s,5,1,20.8,5.4,73.8
8s,4d,,,,,,0,1,36.4,6.6,57.0
7c,5h,3s,Tc,Qc,6s,8s,5,4,0.0,0.0,100.0
Ts,Td,2s,8h,8s,,,3,5,36.8,0.4,62.8
3c,6d,Qc,5h,2c,,,3,5,11.8,2.2,86.0
9s,Js,8s,5h,5d,,,3,6,8.8,2.4,88.8
5s,Ah,Jc,9d,6h,,,3,7,3.2,1.0,95.8
Jd,3d,7c,2c,Qh,3c,,4,8,5.0,0.2,94.8
2s,Jh,,,,,,0,6,7.6,3.0,89.4
Ac,2s,6c,Ad,7c,6s,,4,2,66.6,7.4,26.0
Qd,Ad,,,,,,0,4,29.6,2.2,68.2
7d,4d,Jc,Kd,2d,Js,6s,5,3,0.0,0.0,100.0
Jc,Ac,2d,3c,7h,8c,,4,4,23.2,0.4,76.4
6h,7s,Qs,Jh,2h,Ah,3d,5,7,0.0,0.0,100.0
5d,Ad,,,,,,0,7,15.4,2.8,81.8
6h,4c,8s,Kc,3d,,,3,4,5.0,0.6,94.4
4c,8h,Ts,9d,Qc,,,3,5,2.6,3.6,93.8
Qh,6h,Js,Kd,4h,Kc,,4,4,5.8,3.2,91.0
Tc,5c,9d,Ah,6c,,,3,2,16.8,3.8,79.4
Ah,3d,Kh,7h,Qd,9s,,4,2,16.4,3.2,80.4
5c,Jd,6d,3c,4c,Qs,8c,5,6,0.0,0.0,100.0
Kc,2d,3h,8c,2s,Ad,,4,6,9.2,0.8,90.0
Kh,Jc,5s,Kc,6s,,,3,1,76.8,1.2,22.0
9d,Ac,5c,8d,5s,4c,,4,7,3.2,1.0,95.8
Jd,2c,,,,,,0,4,10.0,3.4,86.6
2d,6d,2h,6c,Jc,,,3,2,73.2,2.6,24.2
Qd,Ah,9d,Jc,Qs,2s,,4,6,29.0,1.2,69.8
6d,6c,Th,2d,Qs,Qc,,4,4,19.8,0.2,80.0
8d,4c,7h,Tc,Kc,Qd,Qs,5,3,0.0,0.6,99.4
3h,7d,8h,9s,9c,Jc,5s,5,8,0.0,0.0,100.0
Tc,4d,7s,Kc,7h,6d,Ah,5,4,0.0,0.2,99.8
4d,Jd,2s,Qs,9c,,,3,8,0.6,1.6,97.8
6h,Qs,3s,Jc,2s,Js,,4,5,14.0,0.0,86.0
3c,2d,3s,4s,Ad,3d,,4,5,59.8,10.2,30.0
4h,3h,,,,,,0,2,27.4,4.2,68.4
Kc,8h,5h,2c,Ad,Qc,2d,5,4,1.2,2.4,96.4
6d,7h,6s,Jc,Th,7c,,4,3,59.6,1.4,39.0
Qs,9c,,,,,,0,2,34.2,3.2,62.6
3h,3d,6h,8c,5s,3s,7s,5,1,60.6,0.0,39.4
9h,2c,Jd,6c,8d,,,3,4,4.6,2.2,93.2
6d,Qs,4h,Kh,9h,,,3,5,2.6,1.0,96.4
7d,6d,6c,9d,5h,Js,,4,7,6.2,7.4,86.4
4h,As,6s,7h,6h,5d,,4,5,6.8,5.8,87.4
Jh,Kh,4s,2c,Qs,6c,,4,7,1.2,0.0,98.8
Ks,8h,8s,Ac,3d,8c,9s,5,1,97.6,0.2,2.2
Td,8s,5c,As,Ad,2h,,4,6,3.0,0.2,96.8
7h,9d,,,,,,0,2,30.8,4.6,64.6
8s,Ac,,,,,,0,7,13.2,2.8,84.0
8d,Jc,Ts,Ac,Kh,6h,5d,5,8,0.0,0.0,100.0
8s,8d,8h,6c,Jh,,,3,7,62.4,0.0,37.6
7c,5d,6d,6h,Jd,8h,,4,2,20.8,1.4,77.8
Jh,9c,4h,Ad,Qc,2s,,4,5,2.6,0.0,97.4
8s,3c,9c,Kh,Kd,4c,3d,5,1,54.4,3.2,42.4
9s,9d,,,,,,0,1,70.8,0.4,28.8
9h,As,Qc,8d,Jd,Jh,,4,4,9.2,3.8,87.0
5d,Qh,2h,Qd,5c,9c,,4,8,51.8,2.4,45.8
3c,2d,,,,,,0,5,10.2,1.2,88.6
Kh,4s,7c,8d,9s,6s,,4,1,11.2,20.4,68.4
4d,7h,6h,Kh,Th,5s,,4,2,27.6,0.4,72.0
4s,Jd,4c,2h,7d,,,3,1,60.2,0.4,39.4
Ks,3d,6c,9d,Ac,5d,3s,5,6,0.6,0.0,99.4
Jh,Jd,5s,2h,Ad,,,3,7,16.8,0.4,82.8
6s,Kd,7s,9c,4s,,,3,8,4.6,1.8,93.6
9c,9d,6c,Ac,4c,,,3,8,12.2,0.0,87.8
Ts,5h,,,,,,0,3,20.0,3.0,77.0
7s,9d,Kc,5c,Qd,2d,,4,6,0.6,0.2,99.2
3s,Jh,7d,4h,Kh,,,3,5,5.6,0.4,94.0
6c,8s,Qh,5d,Qc,,,3,8,3.6,1.0,95.4
